"Area","MTU","Solar - Actual Aggregated [MW] (D - 1)","Solar - Actual Aggregated [MW] (D)"
"BZN|ES","20.09.2022 05:00 - 20.09.2022 05:15 (CET/CEST)","36","8"
"BZN|ES","20.09.2022 05:15 - 20.09.2022 05:30 (CET/CEST)","40","8"
"BZN|ES","20.09.2022 05:30 - 20.09.2022 05:45 (CET/CEST)","36","8"
"BZN|ES","20.09.2022 05:45 - 20.09.2022 06:00 (CET/CEST)","40","8"
"BZN|ES","20.09.2022 06:00 - 20.09.2022 06:15 (CET/CEST)","40","8"
"BZN|ES","20.09.2022 06:15 - 20.09.2022 06:30 (CET/CEST)","40","8"
"BZN|ES","20.09.2022 06:30 - 20.09.2022 06:45 (CET/CEST)","36","8"
"BZN|ES","20.09.2022 06:45 - 20.09.2022 07:00 (CET/CEST)","36","8"
"BZN|ES","20.09.2022 07:00 - 20.09.2022 07:15 (CET/CEST)","36","8"
"BZN|ES","20.09.2022 07:15 - 20.09.2022 07:30 (CET/CEST)","36","8"
"BZN|ES","20.09.2022 07:30 - 20.09.2022 07:45 (CET/CEST)","36","8"
"BZN|ES","20.09.2022 07:45 - 20.09.2022 08:00 (CET/CEST)","36","8"
"BZN|ES","20.09.2022 08:00 - 20.09.2022 08:15 (CET/CEST)","40","8"
"BZN|ES","20.09.2022 08:15 - 20.09.2022 08:30 (CET/CEST)","120","60"
"BZN|ES","20.09.2022 08:30 - 20.09.2022 08:45 (CET/CEST)","400","272"
"BZN|ES","20.09.2022 08:45 - 20.09.2022 09:00 (CET/CEST)","1004","728"
"BZN|ES","20.09.2022 09:00 - 20.09.2022 09:15 (CET/CEST)","2008","1448"
"BZN|ES","20.09.2022 09:15 - 20.09.2022 09:30 (CET/CEST)","3260","2288"
"BZN|ES","20.09.2022 09:30 - 20.09.2022 09:45 (CET/CEST)","4708","3208"
"BZN|ES","20.09.2022 09:45 - 20.09.2022 10:00 (CET/CEST)","6100","4160"
"BZN|ES","20.09.2022 10:00 - 20.09.2022 10:15 (CET/CEST)","7244","4984"
"BZN|ES","20.09.2022 10:15 - 20.09.2022 10:30 (CET/CEST)","8460","5712"
"BZN|ES","20.09.2022 10:30 - 20.09.2022 10:45 (CET/CEST)","9472","6008"
"BZN|ES","20.09.2022 10:45 - 20.09.2022 11:00 (CET/CEST)","10284","6420"
"BZN|ES","20.09.2022 11:00 - 20.09.2022 11:15 (CET/CEST)","10792","6560"
"BZN|ES","20.09.2022 11:15 - 20.09.2022 11:30 (CET/CEST)","11360","6608"
"BZN|ES","20.09.2022 11:30 - 20.09.2022 11:45 (CET/CEST)","11764","6928"
"BZN|ES","20.09.2022 11:45 - 20.09.2022 12:00 (CET/CEST)","11976","7036"
"BZN|ES","20.09.2022 12:00 - 20.09.2022 12:15 (CET/CEST)","12160","7448"
"BZN|ES","20.09.2022 12:15 - 20.09.2022 12:30 (CET/CEST)","12284","7544"
"BZN|ES","20.09.2022 12:30 - 20.09.2022 12:45 (CET/CEST)","12364","7916"
"BZN|ES","20.09.2022 12:45 - 20.09.2022 13:00 (CET/CEST)","12564","8172"
"BZN|ES","20.09.2022 13:00 - 20.09.2022 13:15 (CET/CEST)","12576","8244"
"BZN|ES","20.09.2022 13:15 - 20.09.2022 13:30 (CET/CEST)","12452","8376"
"BZN|ES","20.09.2022 13:30 - 20.09.2022 13:45 (CET/CEST)","12436","8548"
"BZN|ES","20.09.2022 13:45 - 20.09.2022 14:00 (CET/CEST)","12380","8640"
"BZN|ES","20.09.2022 14:00 - 20.09.2022 14:15 (CET/CEST)","12312","8828"
"BZN|ES","20.09.2022 14:15 - 20.09.2022 14:30 (CET/CEST)","12480","8996"
"BZN|ES","20.09.2022 14:30 - 20.09.2022 14:45 (CET/CEST)","12408","8928"
"BZN|ES","20.09.2022 14:45 - 20.09.2022 15:00 (CET/CEST)","12244","8796"
"BZN|ES","20.09.2022 15:00 - 20.09.2022 15:15 (CET/CEST)","12096","8764"
"BZN|ES","20.09.2022 15:15 - 20.09.2022 15:30 (CET/CEST)","12260","8904"
"BZN|ES","20.09.2022 15:30 - 20.09.2022 15:45 (CET/CEST)","11908","8876"
"BZN|ES","20.09.2022 15:45 - 20.09.2022 16:00 (CET/CEST)","11792","9060"
"BZN|ES","20.09.2022 16:00 - 20.09.2022 16:15 (CET/CEST)","11908","9016"
"BZN|ES","20.09.2022 16:15 - 20.09.2022 16:30 (CET/CEST)","11416","9292"
"BZN|ES","20.09.2022 16:30 - 20.09.2022 16:45 (CET/CEST)","11236","9032"
"BZN|ES","20.09.2022 16:45 - 20.09.2022 17:00 (CET/CEST)","11108","8784"
"BZN|ES","20.09.2022 17:00 - 20.09.2022 17:15 (CET/CEST)","10820","8716"
"BZN|ES","20.09.2022 17:15 - 20.09.2022 17:30 (CET/CEST)","10372","8780"
"BZN|ES","20.09.2022 17:30 - 20.09.2022 17:45 (CET/CEST)","10124","8604"
"BZN|ES","20.09.2022 17:45 - 20.09.2022 18:00 (CET/CEST)","9732","7856"
"BZN|ES","20.09.2022 18:00 - 20.09.2022 18:15 (CET/CEST)","9100","7272"
"BZN|ES","20.09.2022 18:15 - 20.09.2022 18:30 (CET/CEST)","8736","6676"
"BZN|ES","20.09.2022 18:30 - 20.09.2022 18:45 (CET/CEST)","7912","5928"
"BZN|ES","20.09.2022 18:45 - 20.09.2022 19:00 (CET/CEST)","6588","4768"
"BZN|ES","20.09.2022 19:00 - 20.09.2022 19:15 (CET/CEST)","5232","3872"
"BZN|ES","20.09.2022 19:15 - 20.09.2022 19:30 (CET/CEST)","3852","3148"
"BZN|ES","20.09.2022 19:30 - 20.09.2022 19:45 (CET/CEST)","2668","2208"
"BZN|ES","20.09.2022 19:45 - 20.09.2022 20:00 (CET/CEST)","1708","1388"
"BZN|ES","20.09.2022 20:00 - 20.09.2022 20:15 (CET/CEST)","992","760"
"BZN|ES","20.09.2022 20:15 - 20.09.2022 20:30 (CET/CEST)","620","416"
"BZN|ES","20.09.2022 20:30 - 20.09.2022 20:45 (CET/CEST)","472","264"
"BZN|ES","20.09.2022 20:45 - 20.09.2022 21:00 (CET/CEST)","420","208"
"BZN|ES","20.09.2022 21:00 - 20.09.2022 21:15 (CET/CEST)","396","196"
"BZN|ES","20.09.2022 21:15 - 20.09.2022 21:30 (CET/CEST)","376","184"
"BZN|ES","20.09.2022 21:30 - 20.09.2022 21:45 (CET/CEST)","368","172"
"BZN|ES","20.09.2022 21:45 - 20.09.2022 22:00 (CET/CEST)","360","172"
"BZN|ES","20.09.2022 22:00 - 20.09.2022 22:15 (CET/CEST)","356","172"
"BZN|ES","20.09.2022 22:15 - 20.09.2022 22:30 (CET/CEST)","340","168"
"BZN|ES","20.09.2022 22:30 - 20.09.2022 22:45 (CET/CEST)","308","140"
"BZN|ES","20.09.2022 22:45 - 20.09.2022 23:00 (CET/CEST)","268","132"
"BZN|ES","20.09.2022 23:00 - 20.09.2022 23:15 (CET/CEST)","228","124"
"BZN|ES","20.09.2022 23:15 - 20.09.2022 23:30 (CET/CEST)","208","120"
"BZN|ES","20.09.2022 23:30 - 20.09.2022 23:45 (CET/CEST)","192","108"
"BZN|ES","20.09.2022 23:45 - 21.09.2022 00:00 (CET/CEST)","168","108"
"BZN|ES","22.09.2022 00:00 - 22.09.2022 00:15 (CET/CEST)","108","224"
"BZN|ES","22.09.2022 00:15 - 22.09.2022 00:30 (CET/CEST)","112","204"
"BZN|ES","22.09.2022 00:30 - 22.09.2022 00:45 (CET/CEST)","112","208"
"BZN|ES","22.09.2022 00:45 - 22.09.2022 01:00 (CET/CEST)","112","212"
"BZN|ES","22.09.2022 01:00 - 22.09.2022 01:15 (CET/CEST)","112","156"
"BZN|ES","22.09.2022 01:15 - 22.09.2022 01:30 (CET/CEST)","100","72"
"BZN|ES","22.09.2022 01:30 - 22.09.2022 01:45 (CET/CEST)","64","56"
"BZN|ES","22.09.2022 01:45 - 22.09.2022 02:00 (CET/CEST)","44","44"
"BZN|ES","22.09.2022 02:00 - 22.09.2022 02:15 (CET/CEST)","40","24"
"BZN|ES","22.09.2022 02:15 - 22.09.2022 02:30 (CET/CEST)","40","20"
"BZN|ES","22.09.2022 02:30 - 22.09.2022 02:45 (CET/CEST)","40","20"
"BZN|ES","22.09.2022 02:45 - 22.09.2022 03:00 (CET/CEST)","40","20"
"BZN|ES","22.09.2022 03:00 - 22.09.2022 03:15 (CET/CEST)","40","20"
"BZN|ES","22.09.2022 03:15 - 22.09.2022 03:30 (CET/CEST)","40","20"
"BZN|ES","22.09.2022 03:30 - 22.09.2022 03:45 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 03:45 - 22.09.2022 04:00 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 04:00 - 22.09.2022 04:15 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 04:15 - 22.09.2022 04:30 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 04:30 - 22.09.2022 04:45 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 04:45 - 22.09.2022 05:00 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 05:00 - 22.09.2022 05:15 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 05:15 - 22.09.2022 05:30 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 05:30 - 22.09.2022 05:45 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 05:45 - 22.09.2022 06:00 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 06:00 - 22.09.2022 06:15 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 06:15 - 22.09.2022 06:30 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 06:30 - 22.09.2022 06:45 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 06:45 - 22.09.2022 07:00 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 07:00 - 22.09.2022 07:15 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 07:15 - 22.09.2022 07:30 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 07:30 - 22.09.2022 07:45 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 07:45 - 22.09.2022 08:00 (CET/CEST)","40","16"
"BZN|ES","22.09.2022 08:00 - 22.09.2022 08:15 (CET/CEST)","40","20"
"BZN|ES","22.09.2022 08:15 - 22.09.2022 08:30 (CET/CEST)","64","68"
"BZN|ES","22.09.2022 08:30 - 22.09.2022 08:45 (CET/CEST)","260","292"
"BZN|ES","22.09.2022 08:45 - 22.09.2022 09:00 (CET/CEST)","772","840"
"BZN|ES","22.09.2022 09:00 - 22.09.2022 09:15 (CET/CEST)","1652","1704"
"BZN|ES","22.09.2022 09:15 - 22.09.2022 09:30 (CET/CEST)","2776","2788"
"BZN|ES","22.09.2022 09:30 - 22.09.2022 09:45 (CET/CEST)","3920","3920"
"BZN|ES","22.09.2022 09:45 - 22.09.2022 10:00 (CET/CEST)","5076","5200"
"BZN|ES","22.09.2022 10:00 - 22.09.2022 10:15 (CET/CEST)","6360","6384"
"BZN|ES","22.09.2022 10:15 - 22.09.2022 10:30 (CET/CEST)","7480","7364"
"BZN|ES","22.09.2022 10:30 - 22.09.2022 10:45 (CET/CEST)","8728","8300"
"BZN|ES","22.09.2022 10:45 - 22.09.2022 11:00 (CET/CEST)","9740","9228"
"BZN|ES","22.09.2022 11:00 - 22.09.2022 11:15 (CET/CEST)","10424","10008"
"BZN|ES","22.09.2022 11:15 - 22.09.2022 11:30 (CET/CEST)","11012","10552"
"BZN|ES","22.09.2022 11:30 - 22.09.2022 11:45 (CET/CEST)","11472","10936"
"BZN|ES","22.09.2022 11:45 - 22.09.2022 12:00 (CET/CEST)","11892","11344"
"BZN|ES","22.09.2022 12:00 - 22.09.2022 12:15 (CET/CEST)","12004","11744"
"BZN|ES","22.09.2022 12:15 - 22.09.2022 12:30 (CET/CEST)","12192","12028"
"BZN|ES","22.09.2022 12:30 - 22.09.2022 12:45 (CET/CEST)","12484","12096"
"BZN|ES","22.09.2022 12:45 - 22.09.2022 13:00 (CET/CEST)","12584","12272"
"BZN|ES","22.09.2022 13:00 - 22.09.2022 13:15 (CET/CEST)","12668","12416"
"BZN|ES","22.09.2022 13:15 - 22.09.2022 13:30 (CET/CEST)","12808","12440"
"BZN|ES","22.09.2022 13:30 - 22.09.2022 13:45 (CET/CEST)","12816","12408"
"BZN|ES","22.09.2022 13:45 - 22.09.2022 14:00 (CET/CEST)","12736","12512"
"BZN|ES","22.09.2022 14:00 - 22.09.2022 14:15 (CET/CEST)","12620","12464"
"BZN|ES","22.09.2022 14:15 - 22.09.2022 14:30 (CET/CEST)","12484","12316"
"BZN|ES","22.09.2022 14:30 - 22.09.2022 14:45 (CET/CEST)","12308","12076"
"BZN|ES","22.09.2022 14:45 - 22.09.2022 15:00 (CET/CEST)","12336","12064"
"BZN|ES","22.09.2022 15:00 - 22.09.2022 15:15 (CET/CEST)","12328","11872"
"BZN|ES","22.09.2022 15:15 - 22.09.2022 15:30 (CET/CEST)","12076","11628"
"BZN|ES","22.09.2022 15:30 - 22.09.2022 15:45 (CET/CEST)","11892","11648"
"BZN|ES","22.09.2022 15:45 - 22.09.2022 16:00 (CET/CEST)","11612","11440"
"BZN|ES","22.09.2022 16:00 - 22.09.2022 16:15 (CET/CEST)","11684","11304"
"BZN|ES","22.09.2022 16:15 - 22.09.2022 16:30 (CET/CEST)","11616","11136"
"BZN|ES","22.09.2022 16:30 - 22.09.2022 16:45 (CET/CEST)","11320","10500"
"BZN|ES","22.09.2022 16:45 - 22.09.2022 17:00 (CET/CEST)","11164","10280"
"BZN|ES","22.09.2022 17:00 - 22.09.2022 17:15 (CET/CEST)","11056","10144"
"BZN|ES","22.09.2022 17:15 - 22.09.2022 17:30 (CET/CEST)","10668","9860"
"BZN|ES","22.09.2022 17:30 - 22.09.2022 17:45 (CET/CEST)","10456","9488"
"BZN|ES","22.09.2022 17:45 - 22.09.2022 18:00 (CET/CEST)","10272","9316"
"BZN|ES","22.09.2022 18:00 - 22.09.2022 18:15 (CET/CEST)","9744","9024"
"BZN|ES","22.09.2022 18:15 - 22.09.2022 18:30 (CET/CEST)","8948","8440"
"BZN|ES","22.09.2022 18:30 - 22.09.2022 18:45 (CET/CEST)","8036","7732"
"BZN|ES","22.09.2022 18:45 - 22.09.2022 19:00 (CET/CEST)","6868","6760"
"BZN|ES","22.09.2022 19:00 - 22.09.2022 19:15 (CET/CEST)","5572","5520"
"BZN|ES","22.09.2022 19:15 - 22.09.2022 19:30 (CET/CEST)","4288","4216"
"BZN|ES","22.09.2022 19:30 - 22.09.2022 19:45 (CET/CEST)","3004","3020"
"BZN|ES","22.09.2022 19:45 - 22.09.2022 20:00 (CET/CEST)","1980","1988"
"BZN|ES","22.09.2022 20:00 - 22.09.2022 20:15 (CET/CEST)","1216","1232"
"BZN|ES","22.09.2022 20:15 - 22.09.2022 20:30 (CET/CEST)","772","804"
"BZN|ES","22.09.2022 20:30 - 22.09.2022 20:45 (CET/CEST)","604","636"
"BZN|ES","22.09.2022 20:45 - 22.09.2022 21:00 (CET/CEST)","500","544"
"BZN|ES","22.09.2022 21:00 - 22.09.2022 21:15 (CET/CEST)","428","512"
"BZN|ES","22.09.2022 21:15 - 22.09.2022 21:30 (CET/CEST)","380","456"
"BZN|ES","22.09.2022 21:30 - 22.09.2022 21:45 (CET/CEST)","364","432"
"BZN|ES","22.09.2022 21:45 - 22.09.2022 22:00 (CET/CEST)","364","428"
"BZN|ES","22.09.2022 22:00 - 22.09.2022 22:15 (CET/CEST)","364","404"
"BZN|ES","22.09.2022 22:15 - 22.09.2022 22:30 (CET/CEST)","360","356"
"BZN|ES","22.09.2022 22:30 - 22.09.2022 22:45 (CET/CEST)","360","316"
"BZN|ES","22.09.2022 22:45 - 22.09.2022 23:00 (CET/CEST)","340","304"
"BZN|ES","22.09.2022 23:00 - 22.09.2022 23:15 (CET/CEST)","276","304"
"BZN|ES","22.09.2022 23:15 - 22.09.2022 23:30 (CET/CEST)","248","304"
"BZN|ES","22.09.2022 23:30 - 22.09.2022 23:45 (CET/CEST)","240","300"
"BZN|ES","22.09.2022 23:45 - 23.09.2022 00:00 (CET/CEST)","240","284"
"BZN|ES","24.09.2022 00:00 - 24.09.2022 00:15 (CET/CEST)","244","324"
"BZN|ES","24.09.2022 00:15 - 24.09.2022 00:30 (CET/CEST)","216","292"
"BZN|ES","24.09.2022 00:30 - 24.09.2022 00:45 (CET/CEST)","188","264"
"BZN|ES","24.09.2022 00:45 - 24.09.2022 01:00 (CET/CEST)","152","244"
"BZN|ES","24.09.2022 01:00 - 24.09.2022 01:15 (CET/CEST)","136","236"
"BZN|ES","24.09.2022 01:15 - 24.09.2022 01:30 (CET/CEST)","124","212"
"BZN|ES","24.09.2022 01:30 - 24.09.2022 01:45 (CET/CEST)","124","196"
"BZN|ES","24.09.2022 01:45 - 24.09.2022 02:00 (CET/CEST)","120","196"
"BZN|ES","24.09.2022 02:00 - 24.09.2022 02:15 (CET/CEST)","120","196"
"BZN|ES","24.09.2022 02:15 - 24.09.2022 02:30 (CET/CEST)","116","184"
"BZN|ES","24.09.2022 02:30 - 24.09.2022 02:45 (CET/CEST)","68","160"
"BZN|ES","24.09.2022 02:45 - 24.09.2022 03:00 (CET/CEST)","48","112"
"BZN|ES","24.09.2022 03:00 - 24.09.2022 03:15 (CET/CEST)","48","88"
"BZN|ES","24.09.2022 03:15 - 24.09.2022 03:30 (CET/CEST)","48","72"
"BZN|ES","24.09.2022 03:30 - 24.09.2022 03:45 (CET/CEST)","48","64"
"BZN|ES","24.09.2022 03:45 - 24.09.2022 04:00 (CET/CEST)","48","44"
"BZN|ES","24.09.2022 04:00 - 24.09.2022 04:15 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 04:15 - 24.09.2022 04:30 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 04:30 - 24.09.2022 04:45 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 04:45 - 24.09.2022 05:00 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 05:00 - 24.09.2022 05:15 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 05:15 - 24.09.2022 05:30 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 05:30 - 24.09.2022 05:45 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 05:45 - 24.09.2022 06:00 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 06:00 - 24.09.2022 06:15 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 06:15 - 24.09.2022 06:30 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 06:30 - 24.09.2022 06:45 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 06:45 - 24.09.2022 07:00 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 07:00 - 24.09.2022 07:15 (CET/CEST)","48","36"
"BZN|ES","24.09.2022 07:15 - 24.09.2022 07:30 (CET/CEST)","44","36"
"BZN|ES","24.09.2022 07:30 - 24.09.2022 07:45 (CET/CEST)","40","36"
"BZN|ES","24.09.2022 07:45 - 24.09.2022 08:00 (CET/CEST)","40","36"
"BZN|ES","24.09.2022 08:00 - 24.09.2022 08:15 (CET/CEST)","40","36"
"BZN|ES","24.09.2022 08:15 - 24.09.2022 08:30 (CET/CEST)","68","72"
"BZN|ES","24.09.2022 08:30 - 24.09.2022 08:45 (CET/CEST)","208","264"
"BZN|ES","24.09.2022 08:45 - 24.09.2022 09:00 (CET/CEST)","640","832"
"BZN|ES","24.09.2022 09:00 - 24.09.2022 09:15 (CET/CEST)","1404","1768"
"BZN|ES","24.09.2022 09:15 - 24.09.2022 09:30 (CET/CEST)","2412","2892"
"BZN|ES","24.09.2022 09:30 - 24.09.2022 09:45 (CET/CEST)","3508","4008"
"BZN|ES","24.09.2022 09:45 - 24.09.2022 10:00 (CET/CEST)","4684","5128"
"BZN|ES","24.09.2022 10:00 - 24.09.2022 10:15 (CET/CEST)","5916","6332"
"BZN|ES","24.09.2022 10:15 - 24.09.2022 10:30 (CET/CEST)","7108","7576"
"BZN|ES","24.09.2022 10:30 - 24.09.2022 10:45 (CET/CEST)","8000","8612"
"BZN|ES","24.09.2022 10:45 - 24.09.2022 11:00 (CET/CEST)","8824","9188"
"BZN|ES","24.09.2022 11:00 - 24.09.2022 11:15 (CET/CEST)","9356","9960"
"BZN|ES","24.09.2022 11:15 - 24.09.2022 11:30 (CET/CEST)","9952","10408"
"BZN|ES","24.09.2022 11:30 - 24.09.2022 11:45 (CET/CEST)","10628","10440"
"BZN|ES","24.09.2022 11:45 - 24.09.2022 12:00 (CET/CEST)","10960","10628"
"BZN|ES","24.09.2022 12:00 - 24.09.2022 12:15 (CET/CEST)","11124","10672"
"BZN|ES","24.09.2022 12:15 - 24.09.2022 12:30 (CET/CEST)","11304","10568"
"BZN|ES","24.09.2022 12:30 - 24.09.2022 12:45 (CET/CEST)","11460","10552"
"BZN|ES","24.09.2022 12:45 - 24.09.2022 13:00 (CET/CEST)","11404","10472"
"BZN|ES","24.09.2022 13:00 - 24.09.2022 13:15 (CET/CEST)","11344","10404"
"BZN|ES","24.09.2022 13:15 - 24.09.2022 13:30 (CET/CEST)","11372","10364"
"BZN|ES","24.09.2022 13:30 - 24.09.2022 13:45 (CET/CEST)","11468","10388"
"BZN|ES","24.09.2022 13:45 - 24.09.2022 14:00 (CET/CEST)","11468","10488"
"BZN|ES","24.09.2022 14:00 - 24.09.2022 14:15 (CET/CEST)","11456","10364"
"BZN|ES","24.09.2022 14:15 - 24.09.2022 14:30 (CET/CEST)","11260","10112"
"BZN|ES","24.09.2022 14:30 - 24.09.2022 14:45 (CET/CEST)","11228","10220"
"BZN|ES","24.09.2022 14:45 - 24.09.2022 15:00 (CET/CEST)","11072","10276"
"BZN|ES","24.09.2022 15:00 - 24.09.2022 15:15 (CET/CEST)","11052","10188"
"BZN|ES","24.09.2022 15:15 - 24.09.2022 15:30 (CET/CEST)","10832","10116"
"BZN|ES","24.09.2022 15:30 - 24.09.2022 15:45 (CET/CEST)","10724","9900"
"BZN|ES","24.09.2022 15:45 - 24.09.2022 16:00 (CET/CEST)","10600","9712"
"BZN|ES","24.09.2022 16:00 - 24.09.2022 16:15 (CET/CEST)","10364","9220"
"BZN|ES","24.09.2022 16:15 - 24.09.2022 16:30 (CET/CEST)","10304","8844"
"BZN|ES","24.09.2022 16:30 - 24.09.2022 16:45 (CET/CEST)","9776","8632"
"BZN|ES","24.09.2022 16:45 - 24.09.2022 17:00 (CET/CEST)","9716","8420"
"BZN|ES","24.09.2022 17:00 - 24.09.2022 17:15 (CET/CEST)","9712","8268"
"BZN|ES","24.09.2022 17:15 - 24.09.2022 17:30 (CET/CEST)","9748","7944"
"BZN|ES","24.09.2022 17:30 - 24.09.2022 17:45 (CET/CEST)","9516","7800"
"BZN|ES","24.09.2022 17:45 - 24.09.2022 18:00 (CET/CEST)","9112","6896"
"BZN|ES","24.09.2022 18:00 - 24.09.2022 18:15 (CET/CEST)","8572","6460"
"BZN|ES","24.09.2022 18:15 - 24.09.2022 18:30 (CET/CEST)","8000","6016"
"BZN|ES","24.09.2022 18:30 - 24.09.2022 18:45 (CET/CEST)","7332","5648"
"BZN|ES","24.09.2022 18:45 - 24.09.2022 19:00 (CET/CEST)","6392","4800"
"BZN|ES","24.09.2022 19:00 - 24.09.2022 19:15 (CET/CEST)","5400","3824"
"BZN|ES","24.09.2022 19:15 - 24.09.2022 19:30 (CET/CEST)","4192","3040"
"BZN|ES","24.09.2022 19:30 - 24.09.2022 19:45 (CET/CEST)","2932","2232"
"BZN|ES","24.09.2022 19:45 - 24.09.2022 20:00 (CET/CEST)","1924","1504"
"BZN|ES","24.09.2022 20:00 - 24.09.2022 20:15 (CET/CEST)","1208","964"
"BZN|ES","24.09.2022 20:15 - 24.09.2022 20:30 (CET/CEST)","820","652"
"BZN|ES","24.09.2022 20:30 - 24.09.2022 20:45 (CET/CEST)","660","468"
"BZN|ES","24.09.2022 20:45 - 24.09.2022 21:00 (CET/CEST)","584","400"
"BZN|ES","24.09.2022 21:00 - 24.09.2022 21:15 (CET/CEST)","548","364"
"BZN|ES","24.09.2022 21:15 - 24.09.2022 21:30 (CET/CEST)","532","344"
"BZN|ES","24.09.2022 21:30 - 24.09.2022 21:45 (CET/CEST)","496","340"
"BZN|ES","24.09.2022 21:45 - 24.09.2022 22:00 (CET/CEST)","468","340"
"BZN|ES","24.09.2022 22:00 - 24.09.2022 22:15 (CET/CEST)","464","340"
"BZN|ES","24.09.2022 22:15 - 24.09.2022 22:30 (CET/CEST)","456","336"
"BZN|ES","24.09.2022 22:30 - 24.09.2022 22:45 (CET/CEST)","444","328"
"BZN|ES","24.09.2022 22:45 - 24.09.2022 23:00 (CET/CEST)","412","324"
"BZN|ES","24.09.2022 23:00 - 24.09.2022 23:15 (CET/CEST)","392","304"
"BZN|ES","24.09.2022 23:15 - 24.09.2022 23:30 (CET/CEST)","388","288"
"BZN|ES","24.09.2022 23:30 - 24.09.2022 23:45 (CET/CEST)","384","264"
"BZN|ES","24.09.2022 23:45 - 25.09.2022 00:00 (CET/CEST)","344","244"
"BZN|ES","26.09.2022 00:00 - 26.09.2022 00:15 (CET/CEST)","244","224"
"BZN|ES","26.09.2022 00:15 - 26.09.2022 00:30 (CET/CEST)","248","188"
"BZN|ES","26.09.2022 00:30 - 26.09.2022 00:45 (CET/CEST)","252","164"
"BZN|ES","26.09.2022 00:45 - 26.09.2022 01:00 (CET/CEST)","252","144"
"BZN|ES","26.09.2022 01:00 - 26.09.2022 01:15 (CET/CEST)","244","144"
"BZN|ES","26.09.2022 01:15 - 26.09.2022 01:30 (CET/CEST)","244","104"
"BZN|ES","26.09.2022 01:30 - 26.09.2022 01:45 (CET/CEST)","252","72"
"BZN|ES","26.09.2022 01:45 - 26.09.2022 02:00 (CET/CEST)","252","48"
"BZN|ES","26.09.2022 02:00 - 26.09.2022 02:15 (CET/CEST)","248","40"
"BZN|ES","26.09.2022 02:15 - 26.09.2022 02:30 (CET/CEST)","240","28"
"BZN|ES","26.09.2022 02:30 - 26.09.2022 02:45 (CET/CEST)","208","16"
"BZN|ES","26.09.2022 02:45 - 26.09.2022 03:00 (CET/CEST)","184","12"
"BZN|ES","26.09.2022 03:00 - 26.09.2022 03:15 (CET/CEST)","164","16"
"BZN|ES","26.09.2022 03:15 - 26.09.2022 03:30 (CET/CEST)","160","16"
"BZN|ES","26.09.2022 03:30 - 26.09.2022 03:45 (CET/CEST)","148","16"
"BZN|ES","26.09.2022 03:45 - 26.09.2022 04:00 (CET/CEST)","132","12"
"BZN|ES","26.09.2022 04:00 - 26.09.2022 04:15 (CET/CEST)","132","16"
"BZN|ES","26.09.2022 04:15 - 26.09.2022 04:30 (CET/CEST)","132","12"
"BZN|ES","26.09.2022 04:30 - 26.09.2022 04:45 (CET/CEST)","132","12"
"BZN|ES","26.09.2022 04:45 - 26.09.2022 05:00 (CET/CEST)","132","12"
"BZN|ES","26.09.2022 05:00 - 26.09.2022 05:15 (CET/CEST)","132","12"
"BZN|ES","26.09.2022 05:15 - 26.09.2022 05:30 (CET/CEST)","132","16"
"BZN|ES","26.09.2022 05:30 - 26.09.2022 05:45 (CET/CEST)","128","16"
"BZN|ES","26.09.2022 05:45 - 26.09.2022 06:00 (CET/CEST)","116","16"
"BZN|ES","26.09.2022 06:00 - 26.09.2022 06:15 (CET/CEST)","80","16"
"BZN|ES","26.09.2022 06:15 - 26.09.2022 06:30 (CET/CEST)","48","16"
"BZN|ES","26.09.2022 06:30 - 26.09.2022 06:45 (CET/CEST)","44","16"
"BZN|ES","26.09.2022 06:45 - 26.09.2022 07:00 (CET/CEST)","44","16"
"BZN|ES","26.09.2022 07:00 - 26.09.2022 07:15 (CET/CEST)","44","16"
