"Area","MTU","Solar - Actual Aggregated [MW] (D - 1)","Solar - Actual Aggregated [MW] (D)"
"BZN|ES","31.01.2024 05:45 - 31.01.2024 06:00 (CET/CEST)","56","44"
"BZN|ES","31.01.2024 06:00 - 31.01.2024 06:15 (CET/CEST)","56","40"
"BZN|ES","31.01.2024 06:15 - 31.01.2024 06:30 (CET/CEST)","56","44"
"BZN|ES","31.01.2024 06:30 - 31.01.2024 06:45 (CET/CEST)","84","44"
"BZN|ES","31.01.2024 06:45 - 31.01.2024 07:00 (CET/CEST)","88","44"
"BZN|ES","31.01.2024 07:00 - 31.01.2024 07:15 (CET/CEST)","92","44"
"BZN|ES","31.01.2024 07:15 - 31.01.2024 07:30 (CET/CEST)","96","44"
"BZN|ES","31.01.2024 07:30 - 31.01.2024 07:45 (CET/CEST)","84","44"
"BZN|ES","31.01.2024 07:45 - 31.01.2024 08:00 (CET/CEST)","68","40"
"BZN|ES","31.01.2024 08:00 - 31.01.2024 08:15 (CET/CEST)","44","40"
"BZN|ES","31.01.2024 08:15 - 31.01.2024 08:30 (CET/CEST)","48","52"
"BZN|ES","31.01.2024 08:30 - 31.01.2024 08:45 (CET/CEST)","68","88"
"BZN|ES","31.01.2024 08:45 - 31.01.2024 09:00 (CET/CEST)","196","324"
"BZN|ES","31.01.2024 09:00 - 31.01.2024 09:15 (CET/CEST)","648","984"
"BZN|ES","31.01.2024 09:15 - 31.01.2024 09:30 (CET/CEST)","1428","2076"
"BZN|ES","31.01.2024 09:30 - 31.01.2024 09:45 (CET/CEST)","2480","3432"
"BZN|ES","31.01.2024 09:45 - 31.01.2024 10:00 (CET/CEST)","3600","5240"
"BZN|ES","31.01.2024 10:00 - 31.01.2024 10:15 (CET/CEST)","4848","7100"
"BZN|ES","31.01.2024 10:15 - 31.01.2024 10:30 (CET/CEST)","6004","8892"
"BZN|ES","31.01.2024 10:30 - 31.01.2024 10:45 (CET/CEST)","7152","10280"
"BZN|ES","31.01.2024 10:45 - 31.01.2024 11:00 (CET/CEST)","8112","11332"
"BZN|ES","31.01.2024 11:00 - 31.01.2024 11:15 (CET/CEST)","8844","12160"
"BZN|ES","31.01.2024 11:15 - 31.01.2024 11:30 (CET/CEST)","9528","12744"
"BZN|ES","31.01.2024 11:30 - 31.01.2024 11:45 (CET/CEST)","10100","13204"
"BZN|ES","31.01.2024 11:45 - 31.01.2024 12:00 (CET/CEST)","10480","13584"
"BZN|ES","31.01.2024 12:00 - 31.01.2024 12:15 (CET/CEST)","10812","13836"
"BZN|ES","31.01.2024 12:15 - 31.01.2024 12:30 (CET/CEST)","11220","14104"
"BZN|ES","31.01.2024 12:30 - 31.01.2024 12:45 (CET/CEST)","11524","14144"
"BZN|ES","31.01.2024 12:45 - 31.01.2024 13:00 (CET/CEST)","11692","14228"
"BZN|ES","31.01.2024 13:00 - 31.01.2024 13:15 (CET/CEST)","11860","14284"
"BZN|ES","31.01.2024 13:15 - 31.01.2024 13:30 (CET/CEST)","11968","14352"
"BZN|ES","31.01.2024 13:30 - 31.01.2024 13:45 (CET/CEST)","12108","14388"
"BZN|ES","31.01.2024 13:45 - 31.01.2024 14:00 (CET/CEST)","12180","14372"
"BZN|ES","31.01.2024 14:00 - 31.01.2024 14:15 (CET/CEST)","12316","14428"
"BZN|ES","31.01.2024 14:15 - 31.01.2024 14:30 (CET/CEST)","12504","14528"
"BZN|ES","31.01.2024 14:30 - 31.01.2024 14:45 (CET/CEST)","12616","14648"
"BZN|ES","31.01.2024 14:45 - 31.01.2024 15:00 (CET/CEST)","12780","14704"
"BZN|ES","31.01.2024 15:00 - 31.01.2024 15:15 (CET/CEST)","12960","14772"
"BZN|ES","31.01.2024 15:15 - 31.01.2024 15:30 (CET/CEST)","13192","14700"
"BZN|ES","31.01.2024 15:30 - 31.01.2024 15:45 (CET/CEST)","13324","14684"
"BZN|ES","31.01.2024 15:45 - 31.01.2024 16:00 (CET/CEST)","13276","14552"
"BZN|ES","31.01.2024 16:00 - 31.01.2024 16:15 (CET/CEST)","13312","14344"
"BZN|ES","31.01.2024 16:15 - 31.01.2024 16:30 (CET/CEST)","13120","13980"
"BZN|ES","31.01.2024 16:30 - 31.01.2024 16:45 (CET/CEST)","12532","13188"
"BZN|ES","31.01.2024 16:45 - 31.01.2024 17:00 (CET/CEST)","11624","12060"
"BZN|ES","31.01.2024 17:00 - 31.01.2024 17:15 (CET/CEST)","10300","10808"
"BZN|ES","31.01.2024 17:15 - 31.01.2024 17:30 (CET/CEST)","8524","8964"
"BZN|ES","31.01.2024 17:30 - 31.01.2024 17:45 (CET/CEST)","6664","7172"
"BZN|ES","31.01.2024 17:45 - 31.01.2024 18:00 (CET/CEST)","4740","5324"
"BZN|ES","31.01.2024 18:00 - 31.01.2024 18:15 (CET/CEST)","2996","3580"
"BZN|ES","31.01.2024 18:15 - 31.01.2024 18:30 (CET/CEST)","1584","2136"
"BZN|ES","31.01.2024 18:30 - 31.01.2024 18:45 (CET/CEST)","848","1132"
"BZN|ES","31.01.2024 18:45 - 31.01.2024 19:00 (CET/CEST)","440","580"
"BZN|ES","31.01.2024 19:00 - 31.01.2024 19:15 (CET/CEST)","316","420"
"BZN|ES","31.01.2024 19:15 - 31.01.2024 19:30 (CET/CEST)","260","360"
"BZN|ES","31.01.2024 19:30 - 31.01.2024 19:45 (CET/CEST)","224","320"
"BZN|ES","31.01.2024 19:45 - 31.01.2024 20:00 (CET/CEST)","216","312"
"BZN|ES","31.01.2024 20:00 - 31.01.2024 20:15 (CET/CEST)","204","300"
"BZN|ES","31.01.2024 20:15 - 31.01.2024 20:30 (CET/CEST)","196","296"
"BZN|ES","31.01.2024 20:30 - 31.01.2024 20:45 (CET/CEST)","180","292"
"BZN|ES","31.01.2024 20:45 - 31.01.2024 21:00 (CET/CEST)","180","284"
"BZN|ES","31.01.2024 21:00 - 31.01.2024 21:15 (CET/CEST)","172","252"
"BZN|ES","31.01.2024 21:15 - 31.01.2024 21:30 (CET/CEST)","148","224"
"BZN|ES","31.01.2024 21:30 - 31.01.2024 21:45 (CET/CEST)","144","216"
"BZN|ES","31.01.2024 21:45 - 31.01.2024 22:00 (CET/CEST)","120","204"
"BZN|ES","31.01.2024 22:00 - 31.01.2024 22:15 (CET/CEST)","100","192"
"BZN|ES","31.01.2024 22:15 - 31.01.2024 22:30 (CET/CEST)","92","188"
"BZN|ES","31.01.2024 22:30 - 31.01.2024 22:45 (CET/CEST)","92","184"
"BZN|ES","31.01.2024 22:45 - 31.01.2024 23:00 (CET/CEST)","92","164"
"BZN|ES","31.01.2024 23:00 - 31.01.2024 23:15 (CET/CEST)","92","128"
"BZN|ES","31.01.2024 23:15 - 31.01.2024 23:30 (CET/CEST)","72","104"
"BZN|ES","31.01.2024 23:30 - 31.01.2024 23:45 (CET/CEST)","64","96"
"BZN|ES","31.01.2024 23:45 - 01.02.2024 00:00 (CET/CEST)","64","88"
"BZN|ES","02.02.2024 00:00 - 02.02.2024 00:15 (CET/CEST)","68","48"
"BZN|ES","02.02.2024 00:15 - 02.02.2024 00:30 (CET/CEST)","56","48"
"BZN|ES","02.02.2024 00:30 - 02.02.2024 00:45 (CET/CEST)","40","48"
"BZN|ES","02.02.2024 00:45 - 02.02.2024 01:00 (CET/CEST)","20","40"
"BZN|ES","02.02.2024 01:00 - 02.02.2024 01:15 (CET/CEST)","16","28"
"BZN|ES","02.02.2024 01:15 - 02.02.2024 01:30 (CET/CEST)","12","28"
"BZN|ES","02.02.2024 01:30 - 02.02.2024 01:45 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 01:45 - 02.02.2024 02:00 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 02:00 - 02.02.2024 02:15 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 02:15 - 02.02.2024 02:30 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 02:30 - 02.02.2024 02:45 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 02:45 - 02.02.2024 03:00 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 03:00 - 02.02.2024 03:15 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 03:15 - 02.02.2024 03:30 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 03:30 - 02.02.2024 03:45 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 03:45 - 02.02.2024 04:00 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 04:00 - 02.02.2024 04:15 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 04:15 - 02.02.2024 04:30 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 04:30 - 02.02.2024 04:45 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 04:45 - 02.02.2024 05:00 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 05:00 - 02.02.2024 05:15 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 05:15 - 02.02.2024 05:30 (CET/CEST)","12","28"
"BZN|ES","02.02.2024 05:30 - 02.02.2024 05:45 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 05:45 - 02.02.2024 06:00 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 06:00 - 02.02.2024 06:15 (CET/CEST)","12","32"
"BZN|ES","02.02.2024 06:15 - 02.02.2024 06:30 (CET/CEST)","12","28"
"BZN|ES","02.02.2024 06:30 - 02.02.2024 06:45 (CET/CEST)","12","24"
"BZN|ES","02.02.2024 06:45 - 02.02.2024 07:00 (CET/CEST)","12","28"
"BZN|ES","02.02.2024 07:00 - 02.02.2024 07:15 (CET/CEST)","12","28"
"BZN|ES","02.02.2024 07:15 - 02.02.2024 07:30 (CET/CEST)","12","28"
"BZN|ES","02.02.2024 07:30 - 02.02.2024 07:45 (CET/CEST)","12","28"
"BZN|ES","02.02.2024 07:45 - 02.02.2024 08:00 (CET/CEST)","12","28"
"BZN|ES","02.02.2024 08:00 - 02.02.2024 08:15 (CET/CEST)","12","28"
"BZN|ES","02.02.2024 08:15 - 02.02.2024 08:30 (CET/CEST)","28","36"
"BZN|ES","02.02.2024 08:30 - 02.02.2024 08:45 (CET/CEST)","80","88"
"BZN|ES","02.02.2024 08:45 - 02.02.2024 09:00 (CET/CEST)","364","380"
"BZN|ES","02.02.2024 09:00 - 02.02.2024 09:15 (CET/CEST)","1080","1160"
"BZN|ES","02.02.2024 09:15 - 02.02.2024 09:30 (CET/CEST)","2412","2452"
"BZN|ES","02.02.2024 09:30 - 02.02.2024 09:45 (CET/CEST)","4200","4128"
"BZN|ES","02.02.2024 09:45 - 02.02.2024 10:00 (CET/CEST)","6176","5972"
"BZN|ES","02.02.2024 10:00 - 02.02.2024 10:15 (CET/CEST)","8128","7464"
"BZN|ES","02.02.2024 10:15 - 02.02.2024 10:30 (CET/CEST)","9808","8828"
"BZN|ES","02.02.2024 10:30 - 02.02.2024 10:45 (CET/CEST)","11416","10128"
"BZN|ES","02.02.2024 10:45 - 02.02.2024 11:00 (CET/CEST)","12516","11492"
"BZN|ES","02.02.2024 11:00 - 02.02.2024 11:15 (CET/CEST)","13072","12288"
"BZN|ES","02.02.2024 11:15 - 02.02.2024 11:30 (CET/CEST)","13620","13144"
"BZN|ES","02.02.2024 11:30 - 02.02.2024 11:45 (CET/CEST)","13976","13628"
"BZN|ES","02.02.2024 11:45 - 02.02.2024 12:00 (CET/CEST)","14336","13904"
"BZN|ES","02.02.2024 12:00 - 02.02.2024 12:15 (CET/CEST)","14488","14048"
"BZN|ES","02.02.2024 12:15 - 02.02.2024 12:30 (CET/CEST)","14592","14344"
"BZN|ES","02.02.2024 12:30 - 02.02.2024 12:45 (CET/CEST)","14712","14376"
"BZN|ES","02.02.2024 12:45 - 02.02.2024 13:00 (CET/CEST)","14688","14392"
"BZN|ES","02.02.2024 13:00 - 02.02.2024 13:15 (CET/CEST)","14592","14364"
"BZN|ES","02.02.2024 13:15 - 02.02.2024 13:30 (CET/CEST)","14524","14200"
"BZN|ES","02.02.2024 13:30 - 02.02.2024 13:45 (CET/CEST)","14668","14056"
"BZN|ES","02.02.2024 13:45 - 02.02.2024 14:00 (CET/CEST)","14624","14144"
"BZN|ES","02.02.2024 14:00 - 02.02.2024 14:15 (CET/CEST)","14640","14200"
"BZN|ES","02.02.2024 14:15 - 02.02.2024 14:30 (CET/CEST)","14536","14344"
"BZN|ES","02.02.2024 14:30 - 02.02.2024 14:45 (CET/CEST)","14684","14416"
"BZN|ES","02.02.2024 14:45 - 02.02.2024 15:00 (CET/CEST)","14860","14476"
"BZN|ES","02.02.2024 15:00 - 02.02.2024 15:15 (CET/CEST)","14824","14556"
"BZN|ES","02.02.2024 15:15 - 02.02.2024 15:30 (CET/CEST)","14828","14896"
"BZN|ES","02.02.2024 15:30 - 02.02.2024 15:45 (CET/CEST)","14904","15012"
"BZN|ES","02.02.2024 15:45 - 02.02.2024 16:00 (CET/CEST)","14932","14944"
"BZN|ES","02.02.2024 16:00 - 02.02.2024 16:15 (CET/CEST)","14796","14812"
"BZN|ES","02.02.2024 16:15 - 02.02.2024 16:30 (CET/CEST)","14504","14616"
"BZN|ES","02.02.2024 16:30 - 02.02.2024 16:45 (CET/CEST)","13888","13904"
"BZN|ES","02.02.2024 16:45 - 02.02.2024 17:00 (CET/CEST)","12848","12844"
"BZN|ES","02.02.2024 17:00 - 02.02.2024 17:15 (CET/CEST)","11460","11700"
"BZN|ES","02.02.2024 17:15 - 02.02.2024 17:30 (CET/CEST)","9024","9688"
"BZN|ES","02.02.2024 17:30 - 02.02.2024 17:45 (CET/CEST)","7548","7980"
"BZN|ES","02.02.2024 17:45 - 02.02.2024 18:00 (CET/CEST)","5688","6044"
"BZN|ES","02.02.2024 18:00 - 02.02.2024 18:15 (CET/CEST)","3844","4096"
"BZN|ES","02.02.2024 18:15 - 02.02.2024 18:30 (CET/CEST)","2272","2412"
"BZN|ES","02.02.2024 18:30 - 02.02.2024 18:45 (CET/CEST)","1220","1296"
"BZN|ES","02.02.2024 18:45 - 02.02.2024 19:00 (CET/CEST)","688","716"
"BZN|ES","02.02.2024 19:00 - 02.02.2024 19:15 (CET/CEST)","480","516"
"BZN|ES","02.02.2024 19:15 - 02.02.2024 19:30 (CET/CEST)","400","464"
"BZN|ES","02.02.2024 19:30 - 02.02.2024 19:45 (CET/CEST)","360","424"
"BZN|ES","02.02.2024 19:45 - 02.02.2024 20:00 (CET/CEST)","356","416"
"BZN|ES","02.02.2024 20:00 - 02.02.2024 20:15 (CET/CEST)","344","404"
"BZN|ES","02.02.2024 20:15 - 02.02.2024 20:30 (CET/CEST)","348","392"
"BZN|ES","02.02.2024 20:30 - 02.02.2024 20:45 (CET/CEST)","328","360"
"BZN|ES","02.02.2024 20:45 - 02.02.2024 21:00 (CET/CEST)","256","352"
"BZN|ES","02.02.2024 21:00 - 02.02.2024 21:15 (CET/CEST)","232","344"
"BZN|ES","02.02.2024 21:15 - 02.02.2024 21:30 (CET/CEST)","204","292"
"BZN|ES","02.02.2024 21:30 - 02.02.2024 21:45 (CET/CEST)","180","288"
"BZN|ES","02.02.2024 21:45 - 02.02.2024 22:00 (CET/CEST)","180","288"
"BZN|ES","02.02.2024 22:00 - 02.02.2024 22:15 (CET/CEST)","168","288"
"BZN|ES","02.02.2024 22:15 - 02.02.2024 22:30 (CET/CEST)","156","284"
"BZN|ES","02.02.2024 22:30 - 02.02.2024 22:45 (CET/CEST)","152","248"
"BZN|ES","02.02.2024 22:45 - 02.02.2024 23:00 (CET/CEST)","144","184"
"BZN|ES","02.02.2024 23:00 - 02.02.2024 23:15 (CET/CEST)","136","140"
"BZN|ES","02.02.2024 23:15 - 02.02.2024 23:30 (CET/CEST)","132","128"
"BZN|ES","02.02.2024 23:30 - 02.02.2024 23:45 (CET/CEST)","108","128"
"BZN|ES","02.02.2024 23:45 - 03.02.2024 00:00 (CET/CEST)","64","128"
"BZN|ES","04.02.2024 00:00 - 04.02.2024 00:15 (CET/CEST)","100","116"
"BZN|ES","04.02.2024 00:15 - 04.02.2024 00:30 (CET/CEST)","60","96"
"BZN|ES","04.02.2024 00:30 - 04.02.2024 00:45 (CET/CEST)","44","64"
"BZN|ES","04.02.2024 00:45 - 04.02.2024 01:00 (CET/CEST)","32","52"
"BZN|ES","04.02.2024 01:00 - 04.02.2024 01:15 (CET/CEST)","28","48"
"BZN|ES","04.02.2024 01:15 - 04.02.2024 01:30 (CET/CEST)","28","48"
"BZN|ES","04.02.2024 01:30 - 04.02.2024 01:45 (CET/CEST)","28","48"
"BZN|ES","04.02.2024 01:45 - 04.02.2024 02:00 (CET/CEST)","28","48"
"BZN|ES","04.02.2024 02:00 - 04.02.2024 02:15 (CET/CEST)","28","44"
"BZN|ES","04.02.2024 02:15 - 04.02.2024 02:30 (CET/CEST)","24","28"
"BZN|ES","04.02.2024 02:30 - 04.02.2024 02:45 (CET/CEST)","20","28"
"BZN|ES","04.02.2024 02:45 - 04.02.2024 03:00 (CET/CEST)","16","28"
"BZN|ES","04.02.2024 03:00 - 04.02.2024 03:15 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 03:15 - 04.02.2024 03:30 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 03:30 - 04.02.2024 03:45 (CET/CEST)","12","24"
"BZN|ES","04.02.2024 03:45 - 04.02.2024 04:00 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 04:00 - 04.02.2024 04:15 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 04:15 - 04.02.2024 04:30 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 04:30 - 04.02.2024 04:45 (CET/CEST)","16","28"
"BZN|ES","04.02.2024 04:45 - 04.02.2024 05:00 (CET/CEST)","12","24"
"BZN|ES","04.02.2024 05:00 - 04.02.2024 05:15 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 05:15 - 04.02.2024 05:30 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 05:30 - 04.02.2024 05:45 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 05:45 - 04.02.2024 06:00 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 06:00 - 04.02.2024 06:15 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 06:15 - 04.02.2024 06:30 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 06:30 - 04.02.2024 06:45 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 06:45 - 04.02.2024 07:00 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 07:00 - 04.02.2024 07:15 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 07:15 - 04.02.2024 07:30 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 07:30 - 04.02.2024 07:45 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 07:45 - 04.02.2024 08:00 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 08:00 - 04.02.2024 08:15 (CET/CEST)","12","28"
"BZN|ES","04.02.2024 08:15 - 04.02.2024 08:30 (CET/CEST)","24","40"
"BZN|ES","04.02.2024 08:30 - 04.02.2024 08:45 (CET/CEST)","100","132"
"BZN|ES","04.02.2024 08:45 - 04.02.2024 09:00 (CET/CEST)","484","572"
"BZN|ES","04.02.2024 09:00 - 04.02.2024 09:15 (CET/CEST)","1416","1480"
"BZN|ES","04.02.2024 09:15 - 04.02.2024 09:30 (CET/CEST)","2872","2636"
"BZN|ES","04.02.2024 09:30 - 04.02.2024 09:45 (CET/CEST)","4716","3920"
"BZN|ES","04.02.2024 09:45 - 04.02.2024 10:00 (CET/CEST)","6748","5424"
"BZN|ES","04.02.2024 10:00 - 04.02.2024 10:15 (CET/CEST)","8700","6712"
"BZN|ES","04.02.2024 10:15 - 04.02.2024 10:30 (CET/CEST)","10256","7752"
"BZN|ES","04.02.2024 10:30 - 04.02.2024 10:45 (CET/CEST)","11192","8564"
"BZN|ES","04.02.2024 10:45 - 04.02.2024 11:00 (CET/CEST)","12072","9372"
"BZN|ES","04.02.2024 11:00 - 04.02.2024 11:15 (CET/CEST)","12500","10048"
"BZN|ES","04.02.2024 11:15 - 04.02.2024 11:30 (CET/CEST)","13768","10660"
"BZN|ES","04.02.2024 11:30 - 04.02.2024 11:45 (CET/CEST)","14160","11396"
"BZN|ES","04.02.2024 11:45 - 04.02.2024 12:00 (CET/CEST)","14228","11648"
"BZN|ES","04.02.2024 12:00 - 04.02.2024 12:15 (CET/CEST)","13972","11960"
"BZN|ES","04.02.2024 12:15 - 04.02.2024 12:30 (CET/CEST)","14236","11860"
"BZN|ES","04.02.2024 12:30 - 04.02.2024 12:45 (CET/CEST)","14324","12212"
"BZN|ES","04.02.2024 12:45 - 04.02.2024 13:00 (CET/CEST)","14244","11976"
"BZN|ES","04.02.2024 13:00 - 04.02.2024 13:15 (CET/CEST)","14180","12104"
"BZN|ES","04.02.2024 13:15 - 04.02.2024 13:30 (CET/CEST)","14244","12228"
"BZN|ES","04.02.2024 13:30 - 04.02.2024 13:45 (CET/CEST)","14456","12536"
"BZN|ES","04.02.2024 13:45 - 04.02.2024 14:00 (CET/CEST)","14832","12612"
"BZN|ES","04.02.2024 14:00 - 04.02.2024 14:15 (CET/CEST)","14900","12352"
"BZN|ES","04.02.2024 14:15 - 04.02.2024 14:30 (CET/CEST)","14704","12376"
"BZN|ES","04.02.2024 14:30 - 04.02.2024 14:45 (CET/CEST)","14756","12204"
"BZN|ES","04.02.2024 14:45 - 04.02.2024 15:00 (CET/CEST)","14696","12344"
"BZN|ES","04.02.2024 15:00 - 04.02.2024 15:15 (CET/CEST)","14612","12080"
"BZN|ES","04.02.2024 15:15 - 04.02.2024 15:30 (CET/CEST)","14960","11932"
"BZN|ES","04.02.2024 15:30 - 04.02.2024 15:45 (CET/CEST)","14880","11832"
"BZN|ES","04.02.2024 15:45 - 04.02.2024 16:00 (CET/CEST)","14728","11448"
"BZN|ES","04.02.2024 16:00 - 04.02.2024 16:15 (CET/CEST)","14624","10684"
"BZN|ES","04.02.2024 16:15 - 04.02.2024 16:30 (CET/CEST)","13640","9568"
"BZN|ES","04.02.2024 16:30 - 04.02.2024 16:45 (CET/CEST)","13256","8684"
"BZN|ES","04.02.2024 16:45 - 04.02.2024 17:00 (CET/CEST)","12652","7104"
"BZN|ES","04.02.2024 17:00 - 04.02.2024 17:15 (CET/CEST)","11292","6032"
"BZN|ES","04.02.2024 17:15 - 04.02.2024 17:30 (CET/CEST)","9568","4972"
"BZN|ES","04.02.2024 17:30 - 04.02.2024 17:45 (CET/CEST)","7632","3788"
"BZN|ES","04.02.2024 17:45 - 04.02.2024 18:00 (CET/CEST)","5644","2760"
"BZN|ES","04.02.2024 18:00 - 04.02.2024 18:15 (CET/CEST)","3640","1796"
"BZN|ES","04.02.2024 18:15 - 04.02.2024 18:30 (CET/CEST)","2120","1068"
"BZN|ES","04.02.2024 18:30 - 04.02.2024 18:45 (CET/CEST)","1076","524"
"BZN|ES","04.02.2024 18:45 - 04.02.2024 19:00 (CET/CEST)","592","244"
"BZN|ES","04.02.2024 19:00 - 04.02.2024 19:15 (CET/CEST)","444","140"
"BZN|ES","04.02.2024 19:15 - 04.02.2024 19:30 (CET/CEST)","424","116"
"BZN|ES","04.02.2024 19:30 - 04.02.2024 19:45 (CET/CEST)","392","96"
"BZN|ES","04.02.2024 19:45 - 04.02.2024 20:00 (CET/CEST)","380","84"
"BZN|ES","04.02.2024 20:00 - 04.02.2024 20:15 (CET/CEST)","360","56"
"BZN|ES","04.02.2024 20:15 - 04.02.2024 20:30 (CET/CEST)","340","48"
"BZN|ES","04.02.2024 20:30 - 04.02.2024 20:45 (CET/CEST)","316","44"
"BZN|ES","04.02.2024 20:45 - 04.02.2024 21:00 (CET/CEST)","300","40"
"BZN|ES","04.02.2024 21:00 - 04.02.2024 21:15 (CET/CEST)","264","40"
"BZN|ES","04.02.2024 21:15 - 04.02.2024 21:30 (CET/CEST)","236","40"
"BZN|ES","04.02.2024 21:30 - 04.02.2024 21:45 (CET/CEST)","236","40"
"BZN|ES","04.02.2024 21:45 - 04.02.2024 22:00 (CET/CEST)","216","40"
"BZN|ES","04.02.2024 22:00 - 04.02.2024 22:15 (CET/CEST)","192","40"
"BZN|ES","04.02.2024 22:15 - 04.02.2024 22:30 (CET/CEST)","184","40"
"BZN|ES","04.02.2024 22:30 - 04.02.2024 22:45 (CET/CEST)","184","40"
"BZN|ES","04.02.2024 22:45 - 04.02.2024 23:00 (CET/CEST)","180","40"
"BZN|ES","04.02.2024 23:00 - 04.02.2024 23:15 (CET/CEST)","172","40"
"BZN|ES","04.02.2024 23:15 - 04.02.2024 23:30 (CET/CEST)","172","40"
"BZN|ES","04.02.2024 23:30 - 04.02.2024 23:45 (CET/CEST)","164","40"
"BZN|ES","04.02.2024 23:45 - 05.02.2024 00:00 (CET/CEST)","148","40"
"BZN|ES","06.02.2024 00:00 - 06.02.2024 00:15 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 00:15 - 06.02.2024 00:30 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 00:30 - 06.02.2024 00:45 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 00:45 - 06.02.2024 01:00 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 01:00 - 06.02.2024 01:15 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 01:15 - 06.02.2024 01:30 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 01:30 - 06.02.2024 01:45 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 01:45 - 06.02.2024 02:00 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 02:00 - 06.02.2024 02:15 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 02:15 - 06.02.2024 02:30 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 02:30 - 06.02.2024 02:45 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 02:45 - 06.02.2024 03:00 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 03:00 - 06.02.2024 03:15 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 03:15 - 06.02.2024 03:30 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 03:30 - 06.02.2024 03:45 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 03:45 - 06.02.2024 04:00 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 04:00 - 06.02.2024 04:15 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 04:15 - 06.02.2024 04:30 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 04:30 - 06.02.2024 04:45 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 04:45 - 06.02.2024 05:00 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 05:00 - 06.02.2024 05:15 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 05:15 - 06.02.2024 05:30 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 05:30 - 06.02.2024 05:45 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 05:45 - 06.02.2024 06:00 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 06:00 - 06.02.2024 06:15 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 06:15 - 06.02.2024 06:30 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 06:30 - 06.02.2024 06:45 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 06:45 - 06.02.2024 07:00 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 07:00 - 06.02.2024 07:15 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 07:15 - 06.02.2024 07:30 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 07:30 - 06.02.2024 07:45 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 07:45 - 06.02.2024 08:00 (CET/CEST)","40","40"
"BZN|ES","06.02.2024 08:00 - 06.02.2024 08:15 (CET/CEST)","40","40"
